WKN,Basiswert,Emittent,Typ,Bid,Ask,K.O.,Hebel,Laufzeit,Basis-preis,Abstand,Abstand in %,Risk/Reward
GG668U,Rheinmetall,GS,Put,9.5,9.52,608.98,5.41,endlos,608.98,91.18000000000006,17.609115488605653,16.853974121996316
UM38TK,Rheinmetall,UBSL,Put,9.53,9.56,606.21,5.39,endlos,606.21,88.41000000000008,17.074159907300132,16.40259740259742
UM3640,Rheinmetall,UBSL,Put,0.95,0.96,606.71,5.39,endlos,606.71,88.91000000000008,17.170722286597158,16.495361781076085
PC8JKY,Rheinmetall,BNP,Put,0.95,0.96,606.98,5.39,endlos,606.98,89.18000000000006,17.22286597141755,16.545454545454557
SW7WXB,Rheinmetall,scoge,Put,0.95,0.96,607.59,5.39,endlos,607.59,89.79000000000008,17.340672074159926,16.658627087198532
HD4CL6,Rheinmetall,UNCR,Put,9.55,9.57,607.75,5.38,endlos,607.75,89.95000000000005,17.371572035534967,16.719330855018598
PC6T79,Rheinmetall,BNP,Put,9.55,9.58,579.41,5.38,endlos,609.9,92.10000000000002,17.786790266512174,17.118959107806695
PC6TXJ,Rheinmetall,BNP,Put,9.55,9.58,607.9,5.38,endlos,607.9,90.10000000000002,17.40054074932407,16.747211895910784
JK3W7R,Rheinmetall,JPMBV,Put,9.57,9.59,608.89,5.37,endlos,608.89,91.09000000000003,17.59173426033218,16.962756052141533
UM4DQE,Rheinmetall,UBSL,Put,9.58,9.61,606.71,5.36,endlos,606.71,88.91000000000008,17.170722286597158,16.587686567164194
JK2RYL,Rheinmetall,JPMBV,Put,9.61,9.63,573.8,5.35,endlos,610.46,92.66000000000008,17.89494013132485,17.319626168224314
UM3F78,Rheinmetall,UBSL,Put,0.96,0.97,607.32,5.33,endlos,607.32,89.5200000000001,17.288528389339533,16.795497185741105
MG0GSE,Rheinmetall,MSI,Put,9.64,9.66,574.92,5.33,endlos,611.61,93.81000000000006,18.11703360370801,17.600375234521586
MG1KM1,Rheinmetall,MSI,Put,9.64,9.66,609.94,5.33,endlos,609.94,92.1400000000001,17.79451525685595,17.28705440900565
PC8H30,Rheinmetall,BNP,Put,0.96,0.97,579.48,5.33,endlos,609.98,92.18000000000006,17.802240247199705,17.29455909943716
PC8JKZ,Rheinmetall,BNP,Put,0.96,0.97,607.98,5.33,endlos,607.98,90.18000000000006,17.4159907300116,16.919324577861175
UM296Y,Rheinmetall,UBSL,Put,9.65,9.68,607.32,5.32,endlos,607.32,89.5200000000001,17.288528389339533,16.827067669172948
PC7LA4,Rheinmetall,BNP,Put,9.65,9.68,608.94,5.32,endlos,608.94,91.1400000000001,17.6013904982619,17.13157894736844
VD2FXZ,Rheinmetall,VON,Put,9.66,9.68,609.54,5.32,endlos,609.54,91.74000000000001,17.717265353418313,17.24436090225564
UM36NE,Rheinmetall,UBSL,Put,9.68,9.71,607.71,5.31,endlos,607.71,89.91000000000008,17.36384704519121,16.932203389830526
SW838N,Rheinmetall,scoge,Put,9.73,9.76,609.92,5.28,endlos,609.92,92.12,17.79065276168405,17.446969696969695
UM3ZQH,Rheinmetall,UBSL,Put,0.97,0.98,609.46,5.28,endlos,609.46,91.66000000000008,17.7018153727308,17.3598484848485
HS5UL5,Rheinmetall,TUB,Put,9.73,9.77,580.79,5.28,endlos,611.36,93.56000000000006,18.068752414059492,17.71969696969698
HS5UCB,Rheinmetall,TUB,Put,0.99,1.0,613.36,5.17,endlos,613.36,95.56000000000006,18.4550019312476,18.483558994197303
HD4H8Z,Rheinmetall,UNCR,Put,9.94,9.96,611.82,5.17,endlos,611.82,94.0200000000001,18.157589803012765,18.18568665377178
UM36V3,Rheinmetall,UBSL,Put,0.99,1.0,610.7,5.17,endlos,610.7,92.90000000000009,17.941290073387428,17.969052224371392
SW7CVF,Rheinmetall,scoge,Put,0.99,1.0,578.97,5.17,endlos,614.01,96.21000000000004,18.58053302433373,18.609284332688595
PC6WTE,Rheinmetall,BNP,Put,9.94,9.97,611.9,5.17,endlos,611.9,94.10000000000002,18.173039783700276,18.201160541586077
UM4ETH,Rheinmetall,UBSL,Put,9.98,10.01,610.7,5.15,endlos,610.7,92.90000000000009,17.941290073387428,18.038834951456327
UM2010,Rheinmetall,UBSL,Put,1.0,1.01,611.28,5.12,endlos,611.28,93.48000000000002,18.05330243337196,18.257812500000004
PC8JK3,Rheinmetall,BNP,Put,1.0,1.01,611.98,5.12,endlos,611.98,94.18000000000006,18.188489764387807,18.39453125000001
SW7WXC,Rheinmetall,scoge,Put,1.0,1.01,612.59,5.12,endlos,612.59,94.79000000000008,18.30629586713018,18.513671875000014
UM3H0E,Rheinmetall,UBSL,Put,10.04,10.07,611.28,5.12,endlos,611.28,93.48000000000002,18.05330243337196,18.257812500000004
PC7A7K,Rheinmetall,BNP,Put,10.05,10.08,584.18,5.11,endlos,614.92,97.12,18.75627655465431,19.00587084148728
PC72WQ,Rheinmetall,BNP,Put,10.05,10.08,612.95,5.11,endlos,612.95,95.15000000000009,18.375820780224046,18.620352250489255
JK3W7T,Rheinmetall,JPMBV,Put,10.07,10.09,613.88,5.1,endlos,613.88,96.08000000000004,18.5554268057165,18.839215686274517
UM4E2E,Rheinmetall,UBSL,Put,10.08,10.11,611.7,5.1,endlos,611.7,93.90000000000009,18.13441483198148,18.411764705882373
VD2C8D,Rheinmetall,VON,Put,10.11,10.13,584.3,5.08,endlos,615.35,97.55000000000007,18.839320200849762,19.202755905511825
PC8H32,Rheinmetall,BNP,Put,1.01,1.02,584.23,5.07,endlos,614.98,97.18000000000006,18.76786404016996,19.167652859960565
PC8JK4,Rheinmetall,BNP,Put,1.01,1.02,612.98,5.07,endlos,612.98,95.18000000000006,18.38161452298186,18.773175542406324
UM26N2,Rheinmetall,UBSL,Put,1.01,1.02,612.42,5.07,endlos,612.42,94.62,18.273464658169182,18.662721893491124
JK2RYM,Rheinmetall,JPMBV,Put,10.14,10.16,578.8,5.07,endlos,615.77,97.97000000000003,18.920432599459257,19.32347140039448
UM3LGB,Rheinmetall,UBSL,Put,10.15,10.18,612.42,5.06,endlos,612.42,94.62,18.273464658169182,18.699604743083007
PC72WR,Rheinmetall,BNP,Put,10.16,10.19,613.95,5.06,endlos,613.95,96.15000000000009,18.568945538818095,19.001976284584998
UM395K,Rheinmetall,UBSL,Put,10.18,10.21,612.7,5.05,endlos,612.7,94.90000000000009,18.32753959057553,18.79207920792081
DQ1UX8,Rheinmetall,DZ,Put,10.22,10.26,614.58,5.02,endlos,614.58,96.78000000000009,18.690614136732346,19.278884462151414
HD49US,Rheinmetall,UNCR,Put,10.23,10.25,614.72,5.02,endlos,614.72,96.92000000000007,18.71765160293551,19.30677290836655
UM4CNB,Rheinmetall,UBSL,Put,10.23,10.26,613.2,5.02,endlos,613.2,95.40000000000009,18.424101969872556,19.00398406374504
UM35S0,Rheinmetall,UBSL,Put,1.02,1.03,613.7,5.02,endlos,613.7,95.90000000000009,18.520664349169582,19.103585657370537
JK7PL3,Rheinmetall,JPMBV,Put,1.02,1.03,614.7,5.02,endlos,614.7,96.90000000000009,18.713789107763635,19.302788844621535
PC8JK5,Rheinmetall,BNP,Put,1.02,1.03,613.98,5.02,endlos,613.98,96.18000000000006,18.574739281575912,19.15936254980081
PC52V8,Rheinmetall,BNP,Put,10.24,10.27,614.86,5.02,endlos,614.86,97.06000000000006,18.744689069138676,19.334661354581687
UM3YTG,Rheinmetall,UBSL,Put,1.05,1.06,617.44,4.88,endlos,617.44,99.6400000000001,19.24295094631134,20.418032786885266
PC56B2,Rheinmetall,BNP,Put,10.54,10.57,588.87,4.87,endlos,619.87,102.07000000000005,19.712244109694872,20.95893223819303
VD2NLY,Rheinmetall,VON,Put,10.56,10.58,618.53,4.87,endlos,618.53,100.73000000000002,19.45345693317884,20.683778234086244
GG6Q9S,Rheinmetall,GS,Put,10.57,10.6,601.27,4.86,endlos,619.97,102.17000000000007,19.731556585554284,21.02263374485598
JK2ECW,Rheinmetall,JPMBV,Put,10.57,10.59,618.89,4.86,endlos,618.89,101.09000000000003,19.5229818462727,20.80041152263375
UM138G,Rheinmetall,UBSL,Put,10.59,10.62,616.48,4.85,endlos,616.48,98.68000000000006,19.05755117806104,20.346391752577333
GG5DP2,Rheinmetall,GS,Put,10.6,10.62,621.21,4.85,endlos,621.21,103.41000000000008,19.97103128621091,21.321649484536103
MG1KM0,Rheinmetall,MSI,Put,10.62,10.64,619.94,4.84,endlos,619.94,102.1400000000001,19.725762842796467,21.10330578512399
HD496K,Rheinmetall,UNCR,Put,10.62,10.64,606.0,4.84,endlos,619.72,101.92000000000007,19.68327539590577,21.057851239669436
PC8H34,Rheinmetall,BNP,Put,1.06,1.07,588.98,4.83,endlos,619.98,102.18000000000006,19.733487833140224,21.155279503105604
PC8JK9,Rheinmetall,BNP,Put,1.06,1.07,617.98,4.83,endlos,617.98,100.18000000000006,19.34723831595212,20.741200828157364
UM3SU5,Rheinmetall,UBSL,Put,10.66,10.69,617.57,4.82,endlos,617.57,99.7700000000001,19.268057164928564,20.699170124481345
JK30BQ,Rheinmetall,JPMBV,Put,10.67,10.69,583.8,4.82,endlos,621.09,103.29000000000008,19.947856315179624,21.429460580912878
